interval_id,minimum_type,start_n,end_n,width,T,position,left_neighbor_T,right_neighbor_T
PILOT-A,weak,94582,94582,1,16,interior,20,17
PILOT-A,strict,94585,94585,1,11,interior,18,13
PILOT-A,weak,94585,94585,1,11,interior,18,13
PILOT-A,strict,94588,94588,1,16,interior,23,17
PILOT-A,weak,94588,94588,1,16,interior,23,17
PILOT-A,strict,94592,94592,1,16,interior,22,26
PILOT-A,weak,94592,94592,1,16,interior,22,26
PILOT-A,strict,94595,94595,1,17,interior,24,25
PILOT-A,weak,94595,94595,1,17,interior,24,25
PILOT-A,strict,94597,94597,1,16,interior,25,22
PILOT-A,weak,94597,94597,1,16,interior,25,22
PILOT-A,strict,94601,94601,1,11,interior,28,24
PILOT-A,weak,94601,94601,1,11,interior,28,24
PILOT-A,strict,94603,94603,1,20,interior,24,24
PILOT-A,weak,94603,94603,1,20,interior,24,24
PILOT-A,strict,94606,94606,1,7,interior,25,15
PILOT-A,weak,94606,94606,1,7,interior,25,15
PILOT-A,strict,94609,94609,1,10,interior,27,15
PILOT-A,weak,94609,94609,1,10,interior,27,15
PILOT-A,strict,94612,94612,1,13,interior,28,19
PILOT-A,weak,94612,94612,1,13,interior,28,19
PILOT-A,strict,94616,94616,1,14,interior,16,25
PILOT-A,weak,94616,94616,1,14,interior,16,25
PILOT-A,strict,94619,94619,1,21,interior,25,30
PILOT-A,weak,94619,94619,1,21,interior,25,30
PILOT-A,strict,94621,94621,1,13,interior,30,28
PILOT-A,weak,94621,94621,1,13,interior,30,28
PILOT-A,strict,94625,94625,1,13,interior,24,28
PILOT-A,weak,94625,94625,1,13,interior,24,28
PILOT-A,strict,94627,94627,1,18,interior,28,19
PILOT-A,weak,94627,94627,1,18,interior,28,19
PILOT-A,strict,94630,94630,1,18,interior,23,24
PILOT-A,weak,94630,94630,1,18,interior,23,24
PILOT-A,strict,94634,94634,1,12,interior,16,24
PILOT-A,weak,94634,94634,1,12,interior,16,24
PILOT-A,strict,94637,94637,1,15,interior,17,30
PILOT-A,weak,94637,94637,1,15,interior,17,30
PILOT-A,strict,94640,94640,1,10,interior,20,25
PILOT-A,weak,94640,94640,1,10,interior,20,25
PILOT-A,strict,94643,94643,1,17,interior,21,34
PILOT-A,weak,94643,94643,1,17,interior,21,34
PILOT-A,strict,94645,94645,1,18,interior,34,23
PILOT-A,weak,94645,94645,1,18,interior,34,23
PILOT-A,strict,94649,94649,1,17,interior,19,20
PILOT-A,weak,94649,94649,1,17,interior,19,20
PILOT-A,strict,94652,94652,1,15,interior,19,23
PILOT-A,weak,94652,94652,1,15,interior,19,23
PILOT-A,strict,94654,94654,1,10,interior,23,23
PILOT-A,weak,94654,94654,1,10,interior,23,23
PILOT-A,weak,94657,94657,1,17,interior,23,17
PILOT-A,weak,94658,94658,1,17,interior,17,27
PILOT-A,strict,94660,94660,1,11,interior,27,12
PILOT-A,weak,94660,94660,1,11,interior,27,12
PILOT-A,strict,94663,94663,1,16,interior,26,18
PILOT-A,weak,94663,94663,1,16,interior,26,18
PILOT-A,strict,94667,94667,1,16,interior,22,29
PILOT-A,weak,94667,94667,1,16,interior,22,29
PILOT-A,strict,94669,94669,1,16,interior,29,24
PILOT-A,weak,94669,94669,1,16,interior,29,24
PILOT-A,weak,94671,94671,1,21,interior,24,21
PILOT-A,strict,94673,94673,1,13,interior,21,20
PILOT-A,weak,94673,94673,1,13,interior,21,20
PILOT-A,strict,94675,94675,1,16,interior,20,17
PILOT-A,weak,94675,94675,1,16,interior,20,17
PILOT-A,strict,94678,94678,1,14,interior,26,17
PILOT-A,weak,94678,94678,1,14,interior,26,17
PILOT-A,strict,94682,94682,1,9,interior,18,25
PILOT-A,weak,94682,94682,1,9,interior,18,25
PILOT-A,strict,94684,94684,1,13,interior,25,15
PILOT-A,weak,94684,94684,1,13,interior,25,15
PILOT-A,weak,94687,94687,1,15,interior,24,15
PILOT-A,weak,94688,94688,1,15,interior,15,18
PILOT-A,strict,94691,94691,1,21,interior,24,25
PILOT-A,weak,94691,94691,1,21,interior,24,25
PILOT-A,strict,94693,94693,1,14,interior,25,19
PILOT-A,weak,94693,94693,1,14,interior,25,19
PILOT-A,strict,94697,94697,1,14,interior,20,23
PILOT-A,weak,94697,94697,1,14,interior,20,23
PILOT-A,strict,94700,94700,1,16,interior,25,20
PILOT-A,weak,94700,94700,1,16,interior,25,20
PILOT-A,strict,94702,94702,1,14,interior,20,20
PILOT-A,weak,94702,94702,1,14,interior,20,20
PILOT-A,strict,94706,94706,1,8,interior,15,21
PILOT-A,weak,94706,94706,1,8,interior,15,21
PILOT-A,strict,94709,94709,1,9,interior,14,23
PILOT-A,weak,94709,94709,1,9,interior,14,23
PILOT-A,strict,94712,94712,1,16,interior,25,26
PILOT-A,weak,94712,94712,1,16,interior,25,26
PILOT-A,strict,94715,94715,1,17,interior,24,25
PILOT-A,weak,94715,94715,1,17,interior,24,25
PILOT-A,strict,94717,94717,1,17,interior,25,24
PILOT-A,weak,94717,94717,1,17,interior,25,24
PILOT-A,weak,94719,94719,1,24,interior,24,26
PILOT-A,strict,94721,94721,1,14,interior,26,28
PILOT-A,weak,94721,94721,1,14,interior,26,28
PILOT-A,strict,94723,94723,1,18,interior,28,25
PILOT-A,weak,94723,94723,1,18,interior,28,25
PILOT-A,strict,94727,94727,1,14,interior,15,27
PILOT-A,weak,94727,94727,1,14,interior,15,27
PILOT-A,strict,94730,94730,1,13,interior,14,27
PILOT-A,weak,94730,94730,1,13,interior,14,27
PILOT-A,strict,94732,94732,1,13,interior,27,15
PILOT-A,weak,94732,94732,1,13,interior,27,15
PILOT-A,strict,94736,94736,1,11,interior,22,22
PILOT-A,weak,94736,94736,1,11,interior,22,22
PILOT-A,strict,94741,94741,1,12,interior,22,23
PILOT-A,weak,94741,94741,1,12,interior,22,23
PILOT-A,strict,94745,94745,1,15,interior,20,27
PILOT-A,weak,94745,94745,1,15,interior,20,27
PILOT-A,strict,94747,94747,1,20,interior,27,24
PILOT-A,weak,94747,94747,1,20,interior,27,24
PILOT-A,strict,94750,94750,1,10,interior,25,15
PILOT-A,weak,94750,94750,1,10,interior,25,15
PILOT-A,strict,94754,94754,1,15,interior,17,25
PILOT-A,weak,94754,94754,1,15,interior,17,25
PILOT-A,strict,94756,94756,1,12,interior,25,16
PILOT-A,weak,94756,94756,1,12,interior,25,16
PILOT-A,strict,94760,94760,1,13,interior,20,26
PILOT-A,weak,94760,94760,1,13,interior,20,26
PILOT-A,strict,94763,94763,1,19,interior,27,28
PILOT-A,weak,94763,94763,1,19,interior,27,28
PILOT-A,strict,94765,94765,1,17,interior,28,19
PILOT-A,weak,94765,94765,1,17,interior,28,19
PILOT-A,strict,94769,94769,1,20,interior,21,24
PILOT-A,weak,94769,94769,1,20,interior,21,24
PILOT-A,strict,94771,94771,1,19,interior,24,27
PILOT-A,weak,94771,94771,1,19,interior,24,27
PILOT-A,strict,94774,94774,1,10,interior,23,19
PILOT-A,weak,94774,94774,1,10,interior,23,19
PILOT-A,strict,94778,94778,1,11,interior,15,31
PILOT-A,weak,94778,94778,1,11,interior,15,31
PILOT-A,strict,94781,94781,1,15,interior,19,20
PILOT-A,weak,94781,94781,1,15,interior,19,20
PILOT-A,strict,94784,94784,1,16,interior,19,21
PILOT-A,weak,94784,94784,1,16,interior,19,21
PILOT-A,strict,94787,94787,1,19,interior,23,24
PILOT-A,weak,94787,94787,1,19,interior,23,24
PILOT-A,strict,94789,94789,1,16,interior,24,23
PILOT-A,weak,94789,94789,1,16,interior,24,23
PILOT-A,strict,94793,94793,1,17,interior,23,30
PILOT-A,weak,94793,94793,1,17,interior,23,30
PILOT-A,strict,94795,94795,1,17,interior,30,23
PILOT-A,weak,94795,94795,1,17,interior,30,23
PILOT-A,strict,94799,94799,1,18,interior,22,22
PILOT-A,weak,94799,94799,1,18,interior,22,22
PILOT-A,weak,94801,94801,1,15,interior,22,15
PILOT-A,weak,94802,94802,1,15,interior,15,28
PILOT-A,strict,94804,94804,1,12,interior,28,13
PILOT-A,weak,94804,94804,1,12,interior,28,13
PILOT-A,strict,94808,94808,1,9,interior,22,23
PILOT-A,weak,94808,94808,1,9,interior,22,23
PILOT-A,strict,94811,94811,1,20,interior,23,26
PILOT-A,weak,94811,94811,1,20,interior,23,26
PILOT-A,strict,94813,94813,1,14,interior,26,25
PILOT-A,weak,94813,94813,1,14,interior,26,25
PILOT-A,strict,94815,94815,1,18,interior,25,25
PILOT-A,weak,94815,94815,1,18,interior,25,25
PILOT-A,strict,94817,94817,1,15,interior,25,27
PILOT-A,weak,94817,94817,1,15,interior,25,27
PILOT-A,strict,94819,94819,1,16,interior,27,20
PILOT-A,weak,94819,94819,1,16,interior,27,20
PILOT-A,strict,94822,94822,1,7,interior,23,14
PILOT-A,weak,94822,94822,1,7,interior,23,14
PILOT-A,strict,94825,94825,1,11,interior,26,12
PILOT-A,weak,94825,94825,1,11,interior,26,12
PILOT-A,strict,94828,94828,1,12,interior,25,13
PILOT-A,weak,94828,94828,1,12,interior,25,13
PILOT-A,strict,94832,94832,1,13,interior,20,21
PILOT-A,weak,94832,94832,1,13,interior,20,21
PILOT-A,strict,94835,94835,1,20,interior,25,30
PILOT-A,weak,94835,94835,1,20,interior,25,30
PILOT-A,strict,94837,94837,1,13,interior,30,27
PILOT-A,weak,94837,94837,1,13,interior,30,27
PILOT-A,strict,94839,94839,1,20,interior,27,24
PILOT-A,weak,94839,94839,1,20,interior,27,24
PILOT-A,strict,94841,94841,1,11,interior,24,28
PILOT-A,weak,94841,94841,1,11,interior,24,28
PILOT-A,strict,94844,94844,1,21,interior,22,27
PILOT-A,weak,94844,94844,1,21,interior,22,27
PILOT-A,strict,94846,94846,1,16,interior,27,24
PILOT-A,weak,94846,94846,1,16,interior,27,24
PILOT-A,weak,94849,94849,1,11,interior,24,11
PILOT-A,weak,94850,94850,1,11,interior,11,34
PILOT-A,strict,94852,94852,1,14,interior,34,20
PILOT-A,weak,94852,94852,1,14,interior,34,20
PILOT-A,strict,94855,94855,1,17,interior,25,20
PILOT-A,weak,94855,94855,1,17,interior,25,20
PILOT-A,strict,94858,94858,1,15,interior,18,23
PILOT-A,weak,94858,94858,1,15,interior,18,23
PILOT-A,strict,94861,94861,1,18,interior,24,20
PILOT-A,weak,94861,94861,1,18,interior,24,20
PILOT-A,strict,94865,94865,1,18,interior,21,24
PILOT-A,weak,94865,94865,1,18,interior,21,24
PILOT-A,strict,94868,94868,1,18,interior,24,28
PILOT-A,weak,94868,94868,1,18,interior,24,28
PILOT-A,strict,94870,94870,1,10,interior,28,16
PILOT-A,weak,94870,94870,1,10,interior,28,16
PILOT-A,strict,94874,94874,1,13,interior,16,33
PILOT-A,weak,94874,94874,1,13,interior,16,33
PILOT-A,strict,94876,94876,1,15,interior,33,17
PILOT-A,weak,94876,94876,1,15,interior,33,17
PILOT-A,strict,94880,94880,1,13,interior,20,27
PILOT-A,weak,94880,94880,1,13,interior,20,27
PILOT-A,strict,94883,94883,1,19,interior,21,24
PILOT-A,weak,94883,94883,1,19,interior,21,24
PILOT-A,strict,94885,94885,1,17,interior,24,22
PILOT-A,weak,94885,94885,1,17,interior,24,22
PILOT-A,strict,94889,94889,1,17,interior,18,25
PILOT-A,weak,94889,94889,1,17,interior,18,25
PILOT-A,strict,94891,94891,1,15,interior,25,23
PILOT-A,weak,94891,94891,1,15,interior,25,23
PILOT-A,strict,94894,94894,1,12,interior,27,15
PILOT-A,weak,94894,94894,1,12,interior,27,15
PILOT-A,strict,94898,94898,1,15,interior,17,23
PILOT-A,weak,94898,94898,1,15,interior,17,23
PILOT-A,strict,94900,94900,1,13,interior,23,17
PILOT-A,weak,94900,94900,1,13,interior,23,17
PILOT-A,strict,94903,94903,1,13,interior,24,18
PILOT-A,weak,94903,94903,1,13,interior,24,18
PILOT-A,strict,94907,94907,1,20,interior,21,23
PILOT-A,weak,94907,94907,1,20,interior,21,23
PILOT-A,strict,94909,94909,1,13,interior,23,20
PILOT-A,weak,94909,94909,1,13,interior,23,20
PILOT-A,strict,94913,94913,1,13,interior,19,26
PILOT-A,weak,94913,94913,1,13,interior,19,26
PILOT-A,weak,94915,94915,1,22,interior,26,22
PILOT-A,weak,94916,94916,1,22,interior,22,22
PILOT-A,weak,94918,94918,1,17,interior,22,17
PILOT-A,weak,94919,94919,1,17,interior,17,20
PILOT-A,strict,94922,94922,1,11,interior,13,25
PILOT-A,weak,94922,94922,1,11,interior,13,25
PILOT-A,strict,94925,94925,1,8,interior,16,25
PILOT-A,weak,94925,94925,1,8,interior,16,25
PILOT-A,strict,94928,94928,1,16,interior,18,17
PILOT-A,weak,94928,94928,1,16,interior,18,17
PILOT-A,strict,94931,94931,1,17,interior,25,24
PILOT-A,weak,94931,94931,1,17,interior,25,24
PILOT-A,strict,94933,94933,1,16,interior,24,21
PILOT-A,weak,94933,94933,1,16,interior,24,21
PILOT-A,weak,94936,94936,1,19,interior,27,19
PILOT-A,weak,94937,94937,1,19,interior,19,23
PILOT-A,weak,94939,94939,1,18,interior,23,18
PILOT-A,weak,94940,94940,1,18,interior,18,25
PILOT-A,strict,94943,94943,1,14,interior,17,23
PILOT-A,weak,94943,94943,1,14,interior,17,23
PILOT-A,strict,94945,94945,1,14,interior,23,17
PILOT-A,weak,94945,94945,1,14,interior,23,17
PILOT-A,strict,94949,94949,1,8,interior,15,28
PILOT-A,weak,94949,94949,1,8,interior,15,28
PILOT-A,strict,94952,94952,1,10,interior,18,26
PILOT-A,weak,94952,94952,1,10,interior,18,26
PILOT-A,strict,94955,94955,1,20,interior,21,24
PILOT-A,weak,94955,94955,1,20,interior,21,24
PILOT-A,strict,94957,94957,1,14,interior,24,19
PILOT-A,weak,94957,94957,1,14,interior,24,19
PILOT-A,strict,94961,94961,1,18,interior,24,24
PILOT-A,weak,94961,94961,1,18,interior,24,24
PILOT-A,strict,94963,94963,1,22,interior,24,24
PILOT-A,weak,94963,94963,1,22,interior,24,24
PILOT-A,strict,94966,94966,1,17,interior,28,18
PILOT-A,weak,94966,94966,1,17,interior,28,18
PILOT-A,strict,94970,94970,1,13,interior,14,27
PILOT-A,weak,94970,94970,1,13,interior,14,27
PILOT-A,weak,94972,94972,1,15,interior,27,15
PILOT-A,weak,94973,94973,1,15,interior,15,27
PILOT-A,strict,94976,94976,1,13,interior,22,25
PILOT-A,weak,94976,94976,1,13,interior,22,25
PILOT-A,strict,94979,94979,1,16,interior,17,25
PILOT-A,weak,94979,94979,1,16,interior,17,25
PILOT-A,strict,94981,94981,1,16,interior,25,22
PILOT-A,weak,94981,94981,1,16,interior,25,22
PILOT-A,strict,94985,94985,1,21,interior,23,23
PILOT-A,weak,94985,94985,1,21,interior,23,23
PILOT-A,weak,94987,94987,1,21,interior,23,21
PILOT-A,weak,94988,94988,1,21,interior,21,25
PILOT-A,strict,94990,94990,1,15,interior,25,20
PILOT-A,weak,94990,94990,1,15,interior,25,20
PILOT-A,strict,94994,94994,1,9,interior,17,21
PILOT-A,weak,94994,94994,1,9,interior,17,21
PILOT-A,strict,94997,94997,1,12,interior,23,32
PILOT-A,weak,94997,94997,1,12,interior,23,32
PILOT-A,strict,95000,95000,1,13,interior,20,24
PILOT-A,weak,95000,95000,1,13,interior,20,24
PILOT-A,strict,95003,95003,1,10,interior,20,27
PILOT-A,weak,95003,95003,1,10,interior,20,27
PILOT-A,strict,95005,95005,1,14,interior,27,23
PILOT-A,weak,95005,95005,1,14,interior,27,23
PILOT-A,strict,95009,95009,1,14,interior,21,24
PILOT-A,weak,95009,95009,1,14,interior,21,24
PILOT-A,strict,95011,95011,1,13,interior,24,19
PILOT-A,weak,95011,95011,1,13,interior,24,19
PILOT-A,strict,95015,95015,1,16,interior,18,27
PILOT-A,weak,95015,95015,1,16,interior,18,27
PILOT-A,strict,95017,95017,1,16,interior,27,17
PILOT-A,weak,95017,95017,1,16,interior,27,17
PILOT-A,strict,95020,95020,1,13,interior,32,18
PILOT-A,weak,95020,95020,1,13,interior,32,18
PILOT-A,strict,95024,95024,1,10,interior,22,22
PILOT-A,weak,95024,95024,1,10,interior,22,22
PILOT-A,strict,95026,95026,1,15,interior,22,20
PILOT-A,weak,95026,95026,1,15,interior,22,20
PILOT-A,strict,95029,95029,1,15,interior,26,23
PILOT-A,weak,95029,95029,1,15,interior,26,23
PILOT-A,strict,95033,95033,1,9,interior,22,25
PILOT-A,weak,95033,95033,1,9,interior,22,25
PILOT-A,strict,95035,95035,1,17,interior,25,23
PILOT-A,weak,95035,95035,1,17,interior,25,23
PILOT-A,strict,95038,95038,1,9,interior,24,20
PILOT-A,weak,95038,95038,1,9,interior,24,20
PILOT-A,strict,95042,95042,1,13,interior,16,32
PILOT-A,weak,95042,95042,1,13,interior,16,32
PILOT-A,strict,95044,95044,1,10,interior,32,18
PILOT-A,weak,95044,95044,1,10,interior,32,18
PILOT-A,strict,95048,95048,1,13,interior,21,25
PILOT-A,weak,95048,95048,1,13,interior,21,25
PILOT-A,strict,95051,95051,1,19,interior,24,32
PILOT-A,weak,95051,95051,1,19,interior,24,32
PILOT-A,strict,95053,95053,1,16,interior,32,28
PILOT-A,weak,95053,95053,1,16,interior,32,28
PILOT-A,strict,95057,95057,1,9,interior,22,29
PILOT-A,weak,95057,95057,1,9,interior,22,29
PILOT-A,strict,95059,95059,1,18,interior,29,21
PILOT-A,weak,95059,95059,1,18,interior,29,21
PILOT-A,strict,95063,95063,1,18,interior,19,29
PILOT-A,weak,95063,95063,1,18,interior,19,29
PILOT-A,strict,95065,95065,1,11,interior,29,17
PILOT-A,weak,95065,95065,1,11,interior,29,17
PILOT-A,strict,95068,95068,1,15,interior,25,16
PILOT-A,weak,95068,95068,1,15,interior,25,16
PILOT-A,strict,95072,95072,1,17,interior,18,27
PILOT-A,weak,95072,95072,1,17,interior,18,27
PILOT-A,strict,95075,95075,1,16,interior,26,26
PILOT-A,weak,95075,95075,1,16,interior,26,26
PILOT-A,strict,95078,95078,1,21,interior,22,23
PILOT-A,weak,95078,95078,1,21,interior,22,23
PILOT-A,strict,95081,95081,1,12,interior,24,23
PILOT-A,weak,95081,95081,1,12,interior,24,23
PILOT-A,strict,95083,95083,1,17,interior,23,19
PILOT-A,weak,95083,95083,1,17,interior,23,19
PILOT-A,strict,95087,95087,1,13,interior,21,27
PILOT-A,weak,95087,95087,1,13,interior,21,27
PILOT-A,strict,95089,95089,1,12,interior,27,16
PILOT-A,weak,95089,95089,1,12,interior,27,16
PILOT-A,strict,95092,95092,1,13,interior,25,20
PILOT-A,weak,95092,95092,1,13,interior,25,20
PILOT-A,strict,95096,95096,1,15,interior,21,27
PILOT-A,weak,95096,95096,1,15,interior,21,27
PILOT-A,strict,95099,95099,1,23,interior,25,26
PILOT-A,weak,95099,95099,1,23,interior,25,26
PILOT-A,strict,95101,95101,1,14,interior,26,16
PILOT-A,weak,95101,95101,1,14,interior,26,16
PILOT-A,strict,95105,95105,1,14,interior,23,28
PILOT-A,weak,95105,95105,1,14,interior,23,28
PILOT-A,strict,95107,95107,1,19,interior,28,22
PILOT-A,weak,95107,95107,1,19,interior,28,22
PILOT-A,strict,95110,95110,1,8,interior,19,17
PILOT-A,weak,95110,95110,1,8,interior,19,17
PILOT-A,strict,95114,95114,1,9,interior,16,22
PILOT-A,weak,95114,95114,1,9,interior,16,22
PILOT-A,weak,95116,95116,1,18,interior,22,18
PILOT-A,weak,95117,95117,1,18,interior,18,27
PILOT-A,strict,95120,95120,1,12,interior,20,23
PILOT-A,weak,95120,95120,1,12,interior,20,23
PILOT-A,strict,95123,95123,1,15,interior,25,29
PILOT-A,weak,95123,95123,1,15,interior,25,29
PILOT-A,strict,95125,95125,1,11,interior,29,22
PILOT-A,weak,95125,95125,1,11,interior,29,22
PILOT-A,strict,95129,95129,1,15,interior,23,28
PILOT-A,weak,95129,95129,1,15,interior,23,28
PILOT-A,strict,95131,95131,1,25,interior,28,28
PILOT-A,weak,95131,95131,1,25,interior,28,28
PILOT-A,strict,95134,95134,1,13,interior,20,17
PILOT-A,weak,95134,95134,1,13,interior,20,17
PILOT-A,strict,95138,95138,1,12,interior,15,26
PILOT-A,weak,95138,95138,1,12,interior,15,26
PILOT-A,weak,95140,95140,1,11,interior,26,11
PILOT-A,weak,95141,95141,1,11,interior,11,26
PILOT-A,strict,95144,95144,1,14,interior,17,19
PILOT-A,weak,95144,95144,1,14,interior,17,19
PILOT-A,strict,95147,95147,1,16,interior,19,28
PILOT-A,weak,95147,95147,1,16,interior,19,28
PILOT-A,strict,95149,95149,1,14,interior,28,23
PILOT-A,weak,95149,95149,1,14,interior,28,23
PILOT-A,strict,95153,95153,1,15,interior,21,27
PILOT-A,weak,95153,95153,1,15,interior,21,27
PILOT-A,weak,95155,95155,1,20,interior,27,20
PILOT-A,strict,95158,95158,1,13,interior,18,22
PILOT-A,weak,95158,95158,1,13,interior,18,22
PILOT-A,strict,95162,95162,1,14,interior,18,21
PILOT-A,weak,95162,95162,1,14,interior,18,21
PILOT-A,strict,95165,95165,1,7,interior,16,26
PILOT-A,weak,95165,95165,1,7,interior,16,26
PILOT-A,strict,95168,95168,1,11,interior,22,18
PILOT-A,weak,95168,95168,1,11,interior,22,18
PILOT-A,strict,95171,95171,1,17,interior,23,32
PILOT-A,weak,95171,95171,1,17,interior,23,32
PILOT-A,strict,95173,95173,1,11,interior,32,20
PILOT-A,weak,95173,95173,1,11,interior,32,20
PILOT-A,strict,95177,95177,1,16,interior,24,25
PILOT-A,weak,95177,95177,1,16,interior,24,25
PILOT-A,strict,95179,95179,1,15,interior,25,21
PILOT-A,weak,95179,95179,1,15,interior,25,21
PILOT-A,strict,95182,95182,1,13,interior,20,20
PILOT-A,weak,95182,95182,1,13,interior,20,20
PILOT-A,weak,95185,95185,1,18,interior,28,18
PILOT-A,weak,95186,95186,1,18,interior,18,27
PILOT-A,weak,95188,95188,1,16,interior,27,16
PILOT-A,weak,95189,95189,1,16,interior,16,29
PILOT-A,strict,95192,95192,1,10,interior,22,24
PILOT-A,weak,95192,95192,1,10,interior,22,24
PILOT-A,strict,95195,95195,1,18,interior,29,24
PILOT-A,weak,95195,95195,1,18,interior,29,24
PILOT-A,strict,95197,95197,1,13,interior,24,22
PILOT-A,weak,95197,95197,1,13,interior,24,22
PILOT-A,strict,95201,95201,1,15,interior,18,22
PILOT-A,weak,95201,95201,1,15,interior,18,22
PILOT-A,strict,95203,95203,1,16,interior,22,18
PILOT-A,weak,95203,95203,1,16,interior,22,18
PILOT-A,strict,95206,95206,1,13,interior,26,15
PILOT-A,weak,95206,95206,1,13,interior,26,15
PILOT-A,strict,95209,95209,1,13,interior,25,15
PILOT-A,weak,95209,95209,1,13,interior,25,15
PILOT-A,strict,95213,95213,1,17,interior,22,26
PILOT-A,weak,95213,95213,1,17,interior,22,26
PILOT-A,strict,95215,95215,1,16,interior,26,19
PILOT-A,weak,95215,95215,1,16,interior,26,19
PILOT-A,strict,95219,95219,1,17,interior,26,29
PILOT-A,weak,95219,95219,1,17,interior,26,29
PILOT-A,strict,95221,95221,1,14,interior,29,19
PILOT-A,weak,95221,95221,1,14,interior,29,19
PILOT-A,strict,95225,95225,1,14,interior,24,22
PILOT-A,weak,95225,95225,1,14,interior,24,22
PILOT-A,strict,95227,95227,1,17,interior,22,18
PILOT-A,weak,95227,95227,1,17,interior,22,18
PILOT-A,strict,95230,95230,1,13,interior,21,17
PILOT-A,weak,95230,95230,1,13,interior,21,17
PILOT-A,strict,95234,95234,1,12,interior,14,25
PILOT-A,weak,95234,95234,1,12,interior,14,25
PILOT-A,weak,95236,95236,1,15,interior,25,15
PILOT-A,weak,95237,95237,1,15,interior,15,32
PILOT-A,strict,95240,95240,1,13,interior,28,26
PILOT-A,weak,95240,95240,1,13,interior,28,26
PILOT-A,strict,95243,95243,1,19,interior,22,31
PILOT-A,weak,95243,95243,1,19,interior,22,31
PILOT-A,strict,95245,95245,1,13,interior,31,23
PILOT-A,weak,95245,95245,1,13,interior,31,23
PILOT-A,strict,95249,95249,1,7,interior,23,25
PILOT-A,weak,95249,95249,1,7,interior,23,25
PILOT-A,weak,95251,95251,1,16,interior,25,16
PILOT-A,weak,95252,95252,1,16,interior,16,22
PILOT-A,strict,95254,95254,1,12,interior,22,15
PILOT-A,weak,95254,95254,1,12,interior,22,15
PILOT-A,strict,95258,95258,1,11,interior,15,25
PILOT-A,weak,95258,95258,1,11,interior,15,25
PILOT-A,strict,95260,95260,1,9,interior,25,18
PILOT-A,weak,95260,95260,1,9,interior,25,18
PILOT-A,strict,95264,95264,1,12,interior,16,23
PILOT-A,weak,95264,95264,1,12,interior,16,23
PILOT-A,strict,95267,95267,1,23,interior,24,27
PILOT-A,weak,95267,95267,1,23,interior,24,27
PILOT-A,strict,95269,95269,1,17,interior,27,19
PILOT-A,weak,95269,95269,1,17,interior,27,19
PILOT-A,strict,95273,95273,1,10,interior,22,26
PILOT-A,weak,95273,95273,1,10,interior,22,26
PILOT-A,strict,95275,95275,1,18,interior,26,19
PILOT-A,weak,95275,95275,1,18,interior,26,19
PILOT-A,strict,95278,95278,1,14,interior,22,19
PILOT-A,weak,95278,95278,1,14,interior,22,19
PILOT-A,weak,95281,95281,1,12,interior,26,12
PILOT-A,weak,95282,95282,1,12,interior,12,22
PILOT-A,strict,95284,95284,1,14,interior,22,15
PILOT-A,weak,95284,95284,1,14,interior,22,15
PILOT-A,strict,95288,95288,1,12,interior,17,25
PILOT-A,weak,95288,95288,1,12,interior,17,25
PILOT-A,strict,95291,95291,1,20,interior,23,30
PILOT-A,weak,95291,95291,1,20,interior,23,30
PILOT-A,strict,95293,95293,1,17,interior,30,21
PILOT-A,weak,95293,95293,1,17,interior,30,21
PILOT-A,strict,95297,95297,1,13,interior,27,31
PILOT-A,weak,95297,95297,1,13,interior,27,31
PILOT-A,strict,95299,95299,1,20,interior,31,23
PILOT-A,weak,95299,95299,1,20,interior,31,23
PILOT-A,strict,95302,95302,1,16,interior,24,17
PILOT-A,weak,95302,95302,1,16,interior,24,17
PILOT-A,strict,95306,95306,1,17,interior,18,26
PILOT-A,weak,95306,95306,1,17,interior,18,26
PILOT-A,strict,95308,95308,1,8,interior,26,16
PILOT-A,weak,95308,95308,1,8,interior,26,16
PILOT-A,strict,95312,95312,1,14,interior,22,23
PILOT-A,weak,95312,95312,1,14,interior,22,23
PILOT-A,strict,95315,95315,1,20,interior,24,24
PILOT-A,weak,95315,95315,1,20,interior,24,24
PILOT-A,strict,95317,95317,1,12,interior,24,20
PILOT-A,weak,95317,95317,1,12,interior,24,20
PILOT-A,strict,95321,95321,1,13,interior,17,23
PILOT-A,weak,95321,95321,1,13,interior,17,23
PILOT-A,strict,95323,95323,1,17,interior,23,27
PILOT-A,weak,95323,95323,1,17,interior,23,27
PILOT-A,weak,95326,95326,1,14,interior,22,14
PILOT-A,weak,95327,95327,1,14,interior,14,30
PILOT-A,strict,95330,95330,1,11,interior,16,28
PILOT-A,weak,95330,95330,1,11,interior,16,28
PILOT-A,strict,95332,95332,1,12,interior,28,16
PILOT-A,weak,95332,95332,1,12,interior,28,16
PILOT-A,strict,95335,95335,1,12,interior,33,15
PILOT-A,weak,95335,95335,1,12,interior,33,15
PILOT-A,strict,95339,95339,1,16,interior,27,31
PILOT-A,weak,95339,95339,1,16,interior,27,31
PILOT-A,strict,95341,95341,1,14,interior,31,26
PILOT-A,weak,95341,95341,1,14,interior,31,26
PILOT-A,weak,95343,95343,1,24,interior,26,24
PILOT-A,strict,95345,95345,1,14,interior,24,27
PILOT-A,weak,95345,95345,1,14,interior,24,27
PILOT-A,strict,95347,95347,1,23,interior,27,26
PILOT-A,weak,95347,95347,1,23,interior,27,26
PILOT-A,strict,95350,95350,1,13,interior,20,21
