n,panel_role,rank,prime,all_obstruction_frequency,canonical_obstruction_frequency,losing_pair_count,coverage_numerator,coverage_denominator,coverage_decimal
240000005594,LOW_TAIL,53,499,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,54,607,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,55,631,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,56,647,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,57,691,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,58,727,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,59,743,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,60,811,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,61,827,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,62,883,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,63,887,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,64,967,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,65,983,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,66,1019,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,67,1051,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,68,1123,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,69,1187,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,70,1223,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,71,1231,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,72,1291,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,73,1303,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,74,1307,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,75,1399,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,76,1523,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,77,1571,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,78,1783,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,79,1823,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,80,1987,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,81,2087,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,82,2267,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,83,2347,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,84,2879,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,85,2887,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,86,3307,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,87,3343,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,88,3347,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,89,3499,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,90,3547,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,91,3803,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,92,4231,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,93,4547,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,94,4799,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,95,4943,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,96,5011,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,97,5087,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,98,5279,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,99,5303,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,100,5323,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,101,5443,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,102,5471,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,103,5651,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,104,5843,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,105,6079,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,106,6551,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,107,6619,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,108,6791,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,109,7027,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,110,7591,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,111,8179,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,112,8363,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,113,8563,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,114,8923,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,115,9227,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,116,9547,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,117,9803,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,118,10687,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,119,10771,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,120,11083,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,121,11467,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,122,12743,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,123,12907,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,124,13003,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,125,13163,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,126,13831,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,127,14747,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,128,18787,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,129,19759,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,130,21503,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,131,22067,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,132,22739,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,133,22811,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,134,23767,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,135,23831,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,136,24547,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,137,24763,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,138,24799,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,139,25903,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,140,26387,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,141,26683,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,142,26863,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,143,28031,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,144,28751,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,145,31859,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,146,33023,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,147,37691,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,148,37799,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,149,39719,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,150,42767,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,151,42923,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,152,44483,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,153,48731,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,154,51071,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,155,52859,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,156,58831,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,157,61703,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,158,64123,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,159,66103,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,160,67511,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,161,67931,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,162,76871,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,163,77743,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,164,100483,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,165,108271,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,166,108907,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,167,112643,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,168,116387,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,169,125927,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,170,132499,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,171,135367,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,172,140071,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,173,153107,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,174,155087,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,175,166919,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,176,167747,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,177,173347,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,178,186019,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,179,206887,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,180,213131,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,181,221987,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,182,228911,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,183,244843,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,184,255923,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,185,257711,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,186,298607,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,187,311951,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,188,339239,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,189,349667,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,190,354743,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,191,355339,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,192,367207,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,193,407527,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,194,511163,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,195,541763,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,196,552379,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,197,579427,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,198,600239,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,199,625343,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,200,661547,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,201,684451,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,202,831799,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,203,865871,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,204,875299,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,205,893419,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,206,937847,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,207,967171,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,208,1003931,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,209,1045819,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,210,1144879,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,211,1150183,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,212,1153183,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,213,1169491,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,214,1170583,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,215,1192151,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,216,1234231,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,217,1276007,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,218,1303091,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,219,1389371,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,220,1702823,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,221,1736131,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,222,1752659,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,223,1796219,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,224,2066507,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,225,2102567,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,226,2118491,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,227,3336299,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,228,3411223,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,229,3468307,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,230,3816427,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,231,4992019,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,232,5313967,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,233,5736067,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,234,6309239,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,235,6367003,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,236,7204031,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,237,7228651,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,238,7302331,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,239,7490611,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,240,8492567,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,241,8552491,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,242,9086191,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,243,9465011,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,244,10391387,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,245,10451851,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,246,11406823,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,247,12268583,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,248,13297783,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,249,13330367,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,250,13393607,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,251,13749403,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,252,14471183,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,253,15306119,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,254,15534067,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,255,15798067,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,256,17773807,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,257,18126151,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,258,18126883,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,259,18879799,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,260,20035919,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,261,20113747,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,262,21202211,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,263,23674331,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,264,24832987,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,265,26660723,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,266,27687131,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,267,30356327,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,268,31855727,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,269,32957923,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,270,34181071,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,271,39465427,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,272,46654807,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,273,46674443,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,274,51864179,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,275,53092267,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,276,59376451,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,277,61503227,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,278,68002399,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,279,141843659,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,280,141866287,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,281,148508483,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,282,149164711,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,283,158102719,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,284,191387423,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,285,193548391,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,286,234914299,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,287,253826891,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,288,291968431,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,289,351480583,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,290,371873063,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,291,408162371,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,292,412371143,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,293,476821483,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,294,579709723,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,295,635788019,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,296,871670599,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,297,1081016471,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,298,1303865971,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,299,1331181011,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,300,1379227463,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,301,1411764623,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,302,1558440343,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,303,1818181219,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,304,1904749271,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,305,1904761907,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,306,2604685067,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,307,2670771359,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,308,2724498391,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,309,2857135667,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,310,2926809703,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,311,3076922119,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,312,4441148839,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,313,4443274603,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,314,4443540323,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,315,5062885759,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,316,5215473259,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,317,7058818483,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,318,7499850707,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,319,7499983079,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,320,10000000207,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,321,19223208107,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,322,19996250479,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,323,19999793419,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,324,22953965239,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,325,24000000559,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,326,24309471127,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,327,29533635071,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,328,29969483111,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,329,29999999879,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,330,34892214551,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,331,39794158927,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,332,39999675371,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,333,40000000907,1,0,391,1,391,0.002557544757033
240000005594,LOW_TAIL,334,43641487403,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,335,59987794367,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,336,116948156411,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,337,116948243891,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,338,116948244983,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,339,119413989251,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,340,119935432403,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,341,119995110143,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,342,119999913911,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,343,119999985143,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,344,119999992943,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,345,120000001391,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,346,120000001691,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,347,120000002483,1,1,391,1,391,0.002557544757033
240000005594,LOW_TAIL,348,120000002663,1,1,391,1,391,0.002557544757033
240000004802,LOW_TAIL,1,3,166,166,389,166,389,0.426735218508997
240000004802,LOW_TAIL,2,7,48,33,389,48,389,0.123393316195373
240000004802,LOW_TAIL,3,11,42,25,389,42,389,0.107969151670951
240000004802,LOW_TAIL,4,19,22,14,389,22,389,0.056555269922879
240000004802,LOW_TAIL,5,23,22,11,389,22,389,0.056555269922879
240000004802,LOW_TAIL,6,31,10,4,389,10,389,0.025706940874036
240000004802,LOW_TAIL,7,43,10,5,389,10,389,0.025706940874036
240000004802,LOW_TAIL,8,47,10,3,389,10,389,0.025706940874036
240000004802,LOW_TAIL,9,71,10,4,389,10,389,0.025706940874036
240000004802,LOW_TAIL,10,67,7,1,389,7,389,0.017994858611825
240000004802,LOW_TAIL,11,59,6,2,389,6,389,0.015424164524422
240000004802,LOW_TAIL,12,79,6,0,389,6,389,0.015424164524422
240000004802,LOW_TAIL,13,83,6,4,389,6,389,0.015424164524422
240000004802,LOW_TAIL,14,163,5,2,389,5,389,0.012853470437018
240000004802,LOW_TAIL,15,103,4,1,389,4,389,0.010282776349614
240000004802,LOW_TAIL,16,127,4,2,389,4,389,0.010282776349614
240000004802,LOW_TAIL,17,131,4,1,389,4,389,0.010282776349614
240000004802,LOW_TAIL,18,167,3,1,389,3,389,0.007712082262211
240000004802,LOW_TAIL,19,179,3,0,389,3,389,0.007712082262211
240000004802,LOW_TAIL,20,191,3,1,389,3,389,0.007712082262211
240000004802,LOW_TAIL,21,199,3,0,389,3,389,0.007712082262211
240000004802,LOW_TAIL,22,223,3,0,389,3,389,0.007712082262211
240000004802,LOW_TAIL,23,263,3,2,389,3,389,0.007712082262211
